REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex
420050821434605,8983.333,16639.496,-13.0492,301.283992,43.768182,12.413042,0.200203,12.180851,0.125637,2411313.525193,165840.0,-11.7803,-13.1797,3.73,3572.826,2731.326,85.79,0.297,2.5E-5,11.9,0.005922,2.8253,0.0,13.815485,0.172919,1.138844,-0.252109,0.464,142935566,i,83,382331,98,0,1349453824,100,97,88,71,62,51,28,9,41,0,1875,19,0,0,3,0,0,98,731,12.135212,0.069338,301.284025,43.767965,1.3,3.0,0,0,7.0E-4,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411521.709441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.250292,0.0,0.0,0.0,0.0,0,i,1263,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0
420050821434605,722.24,6652.688,-13.309,301.284898,43.767322,12.300009,0.570984,11.845209,0.570984,2411610.664718,210665.6,-10.8724,-13.4666,3.5,3485.212,1784.185,18.97,0.131,5.6E-5,22.89,0.01137,4.5389,0.0,12.720467,99.0,2.26174,-0.399652,0.42,142935566,i,1756,253183,98,268443776,1483407360,226,215,190,154,113,71,30,4,26,1,752,19,0,0,8,0,8,98,893,12.244861,99.0,301.284025,43.767966,1.3,3.0,0,0,7.0E-4,0
420050821434605,15724.807,6561.382,-13.4923,301.284521,43.767905,12.74053,0.176995,12.302952,0.121719,2411640.603183,249409.3,-11.2599,-13.6844,3.5,4593.188,1591.102,-21.23,0.278,6.2E-5,19.75,0.009809,4.1311,0.0,13.371246,0.145814,1.998947,-0.017142,0.435,142935566,i,1893,125432,98,0,1349451776,250,237,219,196,168,133,91,39,41,0,745,19,0,0,7,1,0,98,511,12.302952,99.0,301.284025,43.767966,1.3,3.0,0,0,7.0E-4,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411692.454802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.158338,0.0,0.0,0.0,0.0,0,i,2302,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0
420050821434605,8192.145,12527.742,-12.494,301.284326,43.767983,12.985079,0.175268,12.361786,0.154794,2411698.53922,99447.31,-11.7595,-12.6741,3.5,4256.434,2626.667,60.77,0.193,1.5E-5,7.94,0.003961,0.8142,0.0,13.756134,0.154517,0.99404,-0.008667,0.596,142935566,i,2351,136401,98,0,1349453824,60,54,51,43,37,25,20,8,76,0,1423,19,0,0,1,0,0,98,635,12.32228,0.120263,301.284025,43.767966,1.3,3.0,0,0,7.0E-4,0
420050821434605,7992.653,12748.202,-13.0147,301.283966,43.768003,12.868566,0.131673,12.228714,0.061905,2411720.480633,160644.1,-11.4674,-13.245,3.71,3894.859,1954.357,63.98,0.182,3.9E-5,14.7,0.00733,0.9601,0.0,13.547283,0.076945,1.112379,1.52E-4,0.602,142935566,i,2513,729236,98,128,1349451778,155,139,124,101,83,60,29,9,49,0,1472,19,0,0,1,0,16,98,635,12.228714,99.0,301.284025,43.767966,1.3,3.0,0,0,7.0E-4,0
420050821434605,8301.481,12722.768,-12.9827,301.284228,43.767992,12.953738,0.145537,12.264219,0.079471,2411746.447971,155990.8,-11.8673,-13.0386,4.19,3990.634,2686.007,70.61,0.404,3.2E-5,10.75,0.005364,0.8937,0.0,14.384581,0.161481,1.56751,-0.089381,0.747,142935566,i,2801,641365,98,0,1349451776,126,117,102,81,68,50,37,19,114,0,1423,19,0,0,1,0,0,98,636,12.264219,99.0,301.284026,43.767966,1.3,3.0,0,0,7.0E-4,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411986.570025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.67603,0.0,0.0,0.0,0.0,0,i,4197,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0
420050821434605,4010.107,11773.582,-12.6844,301.284436,43.767903,12.834707,0.18957,12.326689,0.12903,2412347.606648,118508.3,-11.622,-12.8851,3.5,4585.353,2109.727,-89.6,0.378,2.2E-5,10.6,0.005281,2.3938,0.0,13.714563,0.117387,1.208538,0.089778,0.402,142935566,i,6863,258158,98,128,1349451776,88,82,72,58,50,44,32,16,40,0,1311,19,0,0,3,0,17,98,1003,12.326689,99.0,301.284026,43.767968,1.3,3.0,0,0,7.0E-4,0
