REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex
420061551442725,8574.025,18024.082,-12.9797,301.565165,44.457314,12.590851,0.205682,12.120739,0.205682,2411313.525236,155558.2,-11.4348,-13.0659,4.18,3387.465,2038.207,-87.35,0.511,3.0E-5,18.91,0.009402,3.5105,0.0,12.095577,99.0,2.374886,-0.056641,0.463,143663284,i,83,420621,98,268443648,1349126144,124,114,106,94,76,53,32,11,26,1,2074,19,0,0,5,0,0,98,750,12.086059,0.057958,301.564953,44.457167,-11.6,-10.0,0,0,7.0E-4,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411521.709441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.238307,0.0,0.0,0.0,0.0,0,i,1263,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0
420061551442725,15232.946,7920.83,-12.7891,301.564487,44.457995,13.302832,0.182142,12.751781,0.123314,2411640.603185,130508.4,-11.3203,-13.1158,3.5,4815.261,1796.847,41.28,0.181,3.1E-5,13.78,0.006852,3.5919,0.0,13.753079,0.181073,1.558986,0.066251,0.434,143663284,i,1893,148874,98,69206016,1349386243,126,116,106,86,74,52,31,9,51,0,943,19,0,0,5,1,0,98,929,12.751781,99.0,301.564949,44.457164,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,7789.834,13911.03,-12.6405,301.564676,44.457327,12.818046,0.174748,12.272219,0.144686,2411698.539278,113819.1,-11.7025,-12.8409,4.66,4072.528,2408.931,73.91,0.327,2.0E-5,10.27,0.005118,1.532,0.0,13.8336,0.140621,1.195892,-0.076669,0.591,143663284,i,2351,153223,98,0,1349453824,81,79,68,57,41,34,25,11,56,0,1572,19,0,0,1,0,0,98,654,12.236811,0.13187,301.564948,44.457164,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,7566.799,14124.573,-12.912,301.564933,44.457113,12.91171,0.119889,12.278767,0.13163,2411720.480699,146144.5,-11.4494,-13.1445,4.71,3779.798,1901.223,86.86,0.391,3.8E-5,14.09,0.00702,1.676,0.0,13.35963,0.167084,1.297118,-0.020445,0.597,143663284,i,2513,810087,98,128,1349453824,151,128,103,87,66,47,34,12,69,0,1621,19,0,0,2,0,16,98,673,12.226355,0.095669,301.564948,44.457164,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,7893.226,14103.401,-12.8653,301.565142,44.45705,13.022604,0.197528,12.339321,0.11552,2411746.448034,139997.3,-11.803,-12.9664,3.5,3624.726,2770.815,52.08,0.27,2.9E-5,8.38,0.004181,1.611,0.0,14.072451,0.104964,1.540488,-0.049177,0.735,143663284,i,2801,741969,98,0,1349451776,114,102,85,76,62,46,26,13,41,0,1622,19,0,0,2,0,0,98,673,12.339321,99.0,301.564948,44.457164,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,4074.022,3519.64,-12.1484,301.567681,44.458349,12.591072,0.572172,12.144352,0.572172,2412335.583802,72338.1,-11.2075,-12.6726,4.04,2954.983,1871.858,-71.31,0.107,1.6E-5,14.55,0.00722,4.3673,0.0,12.455121,99.0,99.0,-0.335581,0.401,143663284,i,6786,92939,98,310419584,1080690691,63,54,49,41,27,19,10,4,17,5,411,19,0,0,7,0,16,98,422,12.028754,0.16782,301.564941,44.457159,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,3637.865,13166.537,-12.7924,301.564924,44.456997,12.721743,0.191962,12.19852,0.167514,2412347.606624,130905.2,-11.582,-13.1585,4.69,4423.412,2053.18,-72.33,0.222,2.7E-5,10.93,0.005442,2.7698,0.0,13.699358,0.141322,1.331561,0.106999,0.402,143663284,i,6863,284135,98,128,1349453824,105,95,82,66,54,41,30,11,62,0,1460,19,0,0,3,0,17,98,1043,12.128579,0.129325,301.56494,44.457159,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,10452.141,12933.163,-10.7067,301.564508,44.456574,12.433686,0.792728,12.057609,99.0,2412350.591104,19172.2,-10.3256,-11.4153,7.2,3864.344,829.3541,5.52,0.282,8.0E-6,10.38,0.005172,1.2941,0.0,12.411133,0.195384,1.431415,-0.048815,0.4,143663284,i,6919,659801,98,33566720,1349386242,33,31,30,26,20,13,8,4,64,0,1479,19,0,0,1,0,0,98,-1,12.057609,99.0,301.56494,44.457159,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,11124.451,13394.114,-12.5276,301.565008,44.457747,12.59068,0.131558,12.182884,0.12677,2412360.590226,102570.2,-11.674,-12.7251,3.53,4023.09,2756.244,-14.04,0.293,2.4E-5,9.32,0.004646,1.7065,0.0,12.802204,0.093523,1.052455,0.023672,0.408,143663284,i,7092,516785,98,128,1349451776,93,83,62,44,37,28,17,11,56,0,1531,19,0,0,1,0,16,98,658,12.182884,99.0,301.56494,44.457159,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,10488.997,2772.083,-10.8998,301.566815,44.457633,12.721665,0.3743,12.324317,0.3743,2412368.565378,22904.49,-10.2615,-11.2247,3.5,3664.071,990.2625,-82.67,0.443,1.0E-5,11.74,0.005831,4.1791,0.0,12.444478,99.0,99.0,-0.065592,0.407,143663284,i,7168,56598,103,335585408,1080688643,42,39,36,29,19,10,4,2,17,5,330,19,0,0,6,0,1,103,410,12.324317,99.0,301.56494,44.457159,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,3668.608,12802.903,-12.5805,301.564959,44.457459,12.965733,0.168302,12.313091,0.093701,2412369.548073,107699.2,-11.6544,-12.6904,3.89,4051.629,2290.571,21.25,0.109,2.1E-5,8.34,0.004154,2.6677,0.0,12.677358,0.131147,0.858504,0.229814,0.402,143663284,i,7186,412131,98,8320,1349386240,82,75,72,61,51,43,30,14,66,0,1460,19,0,0,3,0,17,98,1029,12.313091,99.0,301.56494,44.457159,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,10800.311,12986.558,-13.0492,301.564915,44.457242,12.745414,0.125882,12.293888,99.0,2412371.523501,165829.7,-11.9421,-13.0855,3.5,3918.296,2777.504,25.78,0.083,3.3E-5,7.8,0.003887,1.4325,0.0,14.631705,0.121311,1.352803,0.05405,0.399,143663284,i,7203,797580,98,4224,1349451776,136,125,109,94,80,63,43,24,109,0,1480,19,0,0,1,0,1,98,638,12.293888,99.0,301.56494,44.457159,-11.6,-10.0,0,0,7.0E-4,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2412411.560604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.102157,0.0,0.0,0.0,0.0,0,i,7490,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0
420061551442725,10699.538,2528.23,-11.4074,301.566763,44.457723,12.533894,0.513135,12.15393,0.513135,2412666.7658,36555.26,-10.2211,-11.2438,3.53,4242.262,761.6039,-40.32,0.451,2.0E-5,16.92,0.008397,4.3225,0.0,12.325695,99.0,99.0,-0.052968,0.414,143663284,i,8880,138442,98,276865152,1080688642,83,76,64,53,40,28,14,8,13,5,280,19,0,0,7,0,1,98,410,12.15393,99.0,301.564937,44.457157,-11.6,-10.0,0,0,7.0E-4,0
420061551442725,3496.984,12798.699,-13.1106,301.564798,44.457155,12.504716,0.177819,12.149479,0.13216,2412672.696871,175492.4,-11.6042,-13.2122,3.5,4312.264,2072.855,-17.76,0.238,3.5E-5,11.37,0.005657,2.7691,0.0,13.374763,0.139867,1.060105,-0.056463,0.399,143663284,i,8962,297028,98,0,1349451776,142,135,120,108,94,73,56,19,117,0,1459,19,0,0,3,0,0,98,1028,12.149479,99.0,301.564936,44.457157,-11.6,-10.0,0,0,7.0E-4,0
