radeg,raerr,decdeg,decerr,number_of_Obs,Johnson_V,Verr,Johnson_B,B_err,Sloan_g,gerr,Sloan_r,r_err,Sloan_i,i_err
301.935607,0.744,44.102433,0.472,2,15.8,0.103,16.698,0.158,16.3,-0,15.562,-0,15.355,-0
301.935837,1.309,43.897167,1.058,3,16.031,0.106,17.66,0.139,16.837,0.099,15.358,0.01,NA,NA
301.936052,0.487,45.416455,0.37,3,14.884,0.099,15.87,0.04,15.317,0.014,14.65,0.071,14.554,0.214
301.936085,0.679,43.988059,0.621,4,12.787,0.072,13.559,0.036,13.111,-0,12.579,-0,12.37,-0
301.936226,0.515,43.734244,1.366,2,17.123,-0,18.131,-0.186,17.661,-0,NA,NA,NA,NA
301.936244,0.771,44.933307,0.335,3,15.489,0.049,16.533,0.097,15.961,-0,15.427,-0,15.071,-0
301.936527,1.173,44.440959,0.845,4,14.526,0.063,16.599,0.058,15.664,-0,13.798,-0,12.923,-0
301.936853,0.451,44.975454,1.092,2,15.295,-0,16.296,-0,15.441,-0.02,14.918,-0,NA,NA
301.936938,0.816,44.811282,1.067,3,13.352,0.022,13.731,0.061,13.54,-0,13.199,-0,13.045,-0
301.936977,1.164,44.567599,0.554,3,14.811,0.026,15.338,0.025,15.032,-0,14.623,-0,NA,NA
301.937205,0.735,44.58393,0.523,3,15.371,0.051,16.005,0.026,15.684,-0,15.105,-0,NA,NA
301.937725,1.389,45.096522,0.512,2,16.343,-0,17.299,-0,16.733,-0.044,16.084,-0,NA,NA
301.937942,0.798,44.082828,0.503,3,12.393,0.034,13.611,0.034,12.997,-0,12.11,-0,11.765,-0
301.938136,0.294,43.529712,0.481,2,11.723,-0,13.569,-0.005,12.729,-0,11.363,-0,10.859,-0
301.938712,0.868,44.735226,1.369,2,15.494,0.026,16.229,0.014,NA,NA,NA,NA,NA,NA
301.938772,0.699,45.11084,0.557,4,15.198,0.047,16.227,0.082,15.715,0.008,14.917,0.069,14.778,0.024
301.939123,0.656,45.249376,0.268,4,14.13,0.039,15.074,0.052,14.576,0.031,13.938,0.055,13.783,0.02
301.939739,1.014,44.550288,0.644,4,14.503,0.025,15.733,0.066,15.158,0.078,14.017,0.031,13.522,-0
301.93989,1.219,45.199827,0.462,3,15.965,0.095,16.8,0.187,16.264,-0,15.657,-0,NA,NA
301.940249,1.144,44.592759,0.114,2,12.964,-0,13.316,-0.006,NA,NA,NA,NA,NA,NA
301.940252,0.819,44.266527,0.594,5,12.295,0.039,12.771,0.037,12.494,-0,12.191,-0,NA,NA
301.940445,0.425,43.632756,0.697,2,13.707,0.067,15.187,0.034,14.518,-0,13.338,-0,NA,NA
301.940745,0.75,45.228867,0.305,4,14.998,0.03,15.911,0.065,15.417,0.029,14.845,0.02,14.656,0.032
301.941042,0.539,43.65808,1.141,3,16.323,0.326,17.36,0.009,NA,NA,NA,NA,NA,NA
301.941182,1.503,44.722345,0.615,2,NA,NA,NA,NA,15.538,0.083,13.785,0.058,NA,NA
301.941323,0.798,45.008806,0.375,5,13.04,0.061,14.478,0.077,13.749,0.027,12.734,0.041,12.307,0.082
301.941469,0.744,43.618034,0.751,4,13.615,0.057,14.339,0.04,13.937,0.019,13.524,0.006,NA,NA
301.941478,0.791,43.86479,0.439,3,13.439,0.006,14.039,0,13.653,-0,13.309,-0,NA,NA
301.94156,0.804,44.06181,0.538,2,15.51,0.06,16.34,0.014,NA,NA,NA,NA,NA,NA
301.941662,1.329,44.955567,0.748,3,15.228,0,15.883,0.037,15.503,0.103,14.905,0.06,NA,NA
301.943382,0.901,44.555715,0.713,3,14.646,0.029,15.237,0.074,14.915,0.016,14.437,0.026,NA,NA
301.943997,0.76,44.20299,0.487,3,14.022,0.093,14.9,0.025,14.41,-0,13.701,-0,13.406,-0
301.944076,0.901,43.774761,0.309,2,13.806,0.016,14.535,0.015,14.098,-0,13.646,-0,NA,NA
301.944953,1.004,44.35586,0.509,4,12.414,0.006,13.129,0.022,12.736,-0,12.211,-0,11.987,-0
301.945034,1.089,44.696528,0.961,4,15.458,0.073,16.072,0.079,15.778,0.056,15.168,0.032,14.875,-0
301.945676,1.148,44.929416,1.18,4,15.484,0.049,16.651,0.223,16.056,0.099,15.14,0.141,14.708,0.016
301.946008,0.797,45.285609,1.397,2,NA,NA,NA,NA,16.83,0.081,16.172,0.018,15.698,-0
301.946197,0.764,45.299523,0.146,3,12.714,0.108,13.323,0.043,12.946,0.028,12.614,0.105,12.538,0.142
301.946238,0.722,44.831171,0.915,3,16.032,0.118,16.767,0.096,16.319,-0,15.665,-0,NA,NA
301.946298,1.112,44.442151,0.744,4,15.487,0.066,16.184,0.044,NA,NA,NA,NA,NA,NA
301.94639,1.032,44.036897,0.617,3,14.499,0.037,15.505,0.034,14.994,-0,14.222,-0,13.922,-0
301.946451,0.983,44.330289,0.513,3,15.152,0.03,16.005,0.018,15.597,-0,14.866,-0,NA,NA
301.946664,0.827,45.399411,0.81,3,15.886,0.105,16.798,0.023,16.336,0.021,15.54,0.029,15.364,-0.107
301.946708,1.292,44.880698,0.975,2,15.373,0.036,16.885,0.201,16.18,0.109,14.864,0.054,14.249,-0
301.946824,0.878,44.853133,0.861,3,15.547,0.081,16.727,0.222,NA,NA,NA,NA,NA,NA
301.947072,1.283,44.541455,0.479,3,14.516,0.026,15.32,0.048,14.91,-0,14.241,-0,13.875,-0
301.947368,0.911,44.34377,0.45,3,13.562,0.031,14.114,0.035,13.752,0.029,13.548,0.125,13.207,0.022
301.948052,1.044,43.983257,0.781,2,14.274,0.214,14.932,0.356,NA,NA,NA,NA,NA,NA
301.948164,0.542,45.313035,0.441,3,15.606,0.066,16.71,0.013,16.128,0.019,15.428,0.044,15.096,0.056
301.948182,0.959,45.158921,1.145,3,16.097,0.026,17.257,0.178,16.631,-0,15.757,-0,NA,NA
301.948198,0.515,43.961727,0.348,2,11.848,-0,12.473,-0.003,12.083,-0,11.739,-0,11.592,-0
301.948245,0.864,43.541847,0.328,2,14.042,0.07,14.893,0.006,14.421,-0,13.865,-0,NA,NA
301.948557,1.238,44.660232,0.49,3,14.127,0.016,14.797,0.048,14.447,0.021,13.862,0.048,13.554,-0
301.948912,0.901,44.424418,0.73,3,14.995,-0,16.99,-0,16.021,0.084,14.181,0.032,13.3,-0
301.949195,0.47,45.001178,0.329,4,13.687,0.063,14.213,0.054,13.895,0.025,13.69,0.073,13.682,0.033
301.949251,1.319,44.743657,0.579,4,12.561,0.016,13.862,0.025,13.235,0.077,12.141,0.052,11.684,-0
301.949458,1.198,45.038987,0.63,3,16.022,0.036,17.058,0.018,16.548,0.026,15.723,0.091,NA,NA
301.949495,0.894,44.979352,0.992,4,15.967,0.112,16.883,0.169,16.43,0.107,15.749,0.094,15.544,0.041
301.950114,1.101,44.78629,0.951,4,13.444,0.013,13.862,0.059,13.621,0.103,13.247,0.089,13.147,-0
301.950247,0.785,44.645392,0.99,2,15.638,0.095,16.439,0.025,16.026,-0,15.335,-0,NA,NA
301.950279,0.916,44.943015,0.677,4,15.585,0.029,16.568,0.178,16.045,0.068,15.255,0.069,14.877,-0
301.950913,0.476,45.016365,0.72,4,15.056,0.034,15.951,0.077,15.428,0.017,14.879,0.033,14.728,0.144
301.951022,0.356,45.202095,0.175,4,13.294,0.039,14.241,0.053,13.729,0.019,13.123,0.047,12.919,0.01
301.951163,1.364,44.391778,0.695,2,16.097,0.019,17.011,0.058,NA,NA,NA,NA,NA,NA
301.951255,1.029,45.089644,0.357,2,15.474,0.065,16.763,0.086,16.116,0.008,15.11,0.011,14.741,-0
301.951552,0.595,43.682653,1.044,3,14.938,0.052,15.988,0.061,NA,NA,NA,NA,NA,NA
301.952033,0.403,45.108383,0.221,4,13.473,0.038,14.368,0.055,13.894,0.017,13.321,0.044,13.085,0.044
301.952193,0.545,44.005213,0.896,3,13.271,0.008,13.955,0.02,13.568,-0,13.09,-0,12.849,-0
301.952462,0.653,44.948978,0.925,4,15.842,0.085,16.778,0.166,16.272,0.051,15.604,0.034,15.079,0.06
301.952983,1.173,43.863801,0.304,2,14.935,0.062,16.794,0.124,15.891,-0,14.388,-0,NA,NA
301.953791,1.018,44.244749,0.515,3,15.854,0.033,16.864,0.102,16.295,-0,15.578,-0,15.221,-0.098
301.953874,0.818,43.771114,0.941,2,16.285,0.073,17.153,0.077,16.502,-0,15.898,-0,NA,NA
301.954066,0.389,45.364006,0.202,4,13.252,0.037,14.081,0.047,13.622,0.016,13.091,0.04,12.946,0.104
301.954203,1.093,43.92968,0.475,3,8.245,-0,9.167,-0,NA,NA,NA,NA,7.826,-0
301.954354,1.21,43.784354,0.894,2,NA,NA,NA,NA,15.277,0.028,14.902,0.034,NA,NA
301.954387,1.301,44.619442,0.656,3,15.175,0.019,15.812,0.021,15.524,-0,14.93,-0,14.672,-0
301.95461,0.359,44.012254,0.45,2,14.605,0.053,15.402,0.109,14.962,-0,14.413,-0,NA,NA
301.954804,0.687,43.564818,0.965,2,16.334,0.16,17.733,0.103,16.918,-0,15.921,-0,NA,NA
301.955515,0.794,44.584659,0.829,4,14.71,0.032,16.258,0.019,15.51,0.106,14.204,0.006,13.603,-0
301.955604,0.466,43.977983,0.435,2,9.014,-0,10.109,0.058,10.265,-0,NA,NA,8.48,-0
301.956353,0.983,43.624705,0.637,2,14.176,0.027,14.938,0.025,14.513,-0,14.028,-0,NA,NA
301.956435,0.63,45.133214,0.539,3,15.695,0.036,16.659,0.068,16.114,0.009,15.502,0.1,15.261,-0
301.957237,0.572,44.908014,1.367,2,17.372,-0,17.838,-0.23,17.518,-0,16.993,-0,NA,NA
301.957445,0.626,44.398347,0.971,3,15.444,0.006,16.14,0.065,NA,NA,NA,NA,NA,NA
301.957901,1.047,44.114172,1.12,2,15.181,0.091,17.018,0.011,16.166,-0,14.645,-0,NA,NA
301.958112,1.108,44.056472,0.318,2,15.101,0,15.966,0.016,15.498,-0,14.877,-0,NA,NA
301.958185,0.714,43.670221,0.896,2,15.17,0.04,15.974,0.05,15.539,-0,14.944,-0,NA,NA
301.958677,0.352,44.846239,0.706,2,13.968,0.017,14.879,0.172,14.335,-0,13.749,-0,13.509,-0
301.958681,0.836,44.551141,0.407,2,13.957,0.01,14.385,0.051,14.114,-0,13.81,-0,13.693,-0
301.958794,0.727,44.684658,0.419,2,14.621,-0,15.901,-0,15.214,-0.013,14.229,-0,NA,NA
301.959061,0.77,45.23548,0.195,4,13.802,0.085,14.493,0.038,14.093,0.014,13.673,0.088,13.644,0.117
301.959416,0.874,44.966465,0.469,4,15.018,0.049,15.776,0.185,15.411,0.03,14.861,0.08,14.677,0.16
301.959829,0.692,44.211125,0.65,2,15.561,0.012,16.447,0.051,15.988,-0,15.231,-0,15.037,-0
301.959905,0.875,43.832085,0.353,3,12.414,0.008,12.988,0.01,12.618,-0,12.316,-0,NA,NA
301.960365,0.475,44.281335,0.622,2,14.373,0.006,14.984,0.071,14.562,0,14.06,0,NA,NA
301.960601,1.05,43.779278,0.373,2,13.841,0.01,14.637,0.029,14.207,-0,13.666,-0,NA,NA
301.96069,0.929,44.83545,0.846,2,16.695,-0,17.278,-0,17.009,0.011,16.275,0.102,NA,NA
301.961577,0.831,44.542013,0.492,2,16.421,0.102,17.103,0.051,NA,NA,NA,NA,NA,NA
301.96172,1.501,43.712287,0.374,2,15.404,0.008,16.415,0.011,15.866,-0,15.121,-0,NA,NA
301.96209,0.677,44.713052,0.859,2,14.703,0,15.148,0.085,14.897,-0,14.554,-0,14.297,-0
301.96239,0.952,44.297582,0.884,2,16.243,0.025,17.134,0.014,16.709,-0,15.977,-0,NA,NA
301.962657,0.681,43.91006,0.368,2,16.404,-0,17.817,-0,17.004,-0.09,15.864,-0,NA,NA
301.963179,0.942,43.946362,0.706,4,12.176,0.046,13.482,0.029,12.822,-0,11.849,-0,NA,NA
301.963235,0.636,43.518817,0.742,3,14.335,0.072,14.988,0.06,14.566,0.062,14.289,0.214,NA,NA
301.963688,0.79,44.721596,0.865,2,15.844,-0,16.432,-0.06,16.144,-0,15.593,-0,15.293,-0
301.963734,1.17,44.275303,0.482,3,13.563,0.016,14.214,0.034,13.852,-0,13.37,-0,13.177,-0
301.964568,0.948,43.795832,0.345,2,14.153,0.01,14.772,0.011,14.405,-0,13.992,-0,NA,NA
301.965175,1.118,44.451439,0.422,4,12.248,0,12.852,0.033,12.514,-0,12.078,-0,NA,NA
301.965676,0.778,43.719084,0.614,2,14.751,0.019,15.633,0.04,15.14,-0,14.606,-0,NA,NA
301.966053,1.07,44.372651,1.119,3,16.042,0.029,16.995,0.071,16.629,-0,15.551,-0,NA,NA
301.966363,0.812,44.940908,1.031,3,14.99,0.035,15.957,0.201,15.462,0.051,14.867,0.119,14.436,0.073
301.966551,0.467,45.126876,1.398,2,NA,NA,NA,NA,15.062,-0.011,14.152,0.14,NA,NA
301.966829,1.787,45.363729,1.207,2,NA,NA,NA,NA,17.178,0.223,16.494,0.061,15.885,-0
301.967782,0.456,45.274081,0.418,3,14.802,0.085,15.801,0.038,15.229,0.047,14.607,0.008,14.368,0.008
301.967999,0.45,45.093729,0.798,2,15.344,-0,16.267,-0,15.734,-0.019,15.123,-0,NA,NA
301.968206,0.422,44.863278,0.747,2,14.73,0.049,15.743,0.159,15.148,-0,14.408,-0,14.12,-0
301.968818,0.535,45.307264,0.805,2,16.545,0.11,17.514,0.017,16.868,-0,16.228,-0,NA,NA
301.968964,0.884,43.704132,0.428,2,15.02,0.055,16.03,0.011,15.512,-0,14.782,-0,NA,NA
301.969029,0.487,44.97624,0.507,4,13.618,0.037,14.323,0.132,13.93,0.038,13.521,0.045,13.295,0.063
301.969307,0.374,43.506201,0.619,2,12.265,-0,12.955,-0.004,12.553,-0,12.165,-0,NA,NA
301.969831,0.71,44.853107,0.884,3,14.775,0.015,15.567,0.153,15.123,-0,14.551,-0,NA,NA
301.97002,0.246,45.314619,0.157,4,10.868,0.051,11.116,0.032,10.911,0.032,10.96,0.067,11.094,0.047
301.970058,0.817,44.154731,1.367,2,16.865,-0,17.291,-0,17.23,-0.056,16.501,-0,NA,NA
301.970164,0.454,44.087295,0.594,2,14.894,0.034,15.528,0.048,15.149,-0,14.745,-0,NA,NA
301.970281,0.407,44.006332,0.761,2,13.911,0.054,15.04,0.021,14.476,-0,13.583,-0,NA,NA
301.970371,1.018,43.851718,0.383,2,14.165,0.022,14.843,0.025,14.438,-0,13.991,-0,NA,NA
301.970471,0.714,45.3459,0.639,3,15.811,-0,17.896,-0,16.769,0.025,15.073,0.059,14.241,-0
301.970821,0.691,43.738749,0.744,2,17.117,-0,18.51,-0.251,17.873,-0,16.521,-0,NA,NA
301.971467,1.098,43.965002,0.778,2,15.432,-0,16.285,-0.044,15.828,-0,15.123,-0,14.916,-0
301.971475,0.867,44.910881,0.667,3,13.278,0.089,15.298,0.17,14.321,0.089,12.692,0.056,11.901,0.022
301.97168,0.851,44.632346,0.624,2,15.576,0.04,16.151,0.016,NA,NA,NA,NA,NA,NA
301.971991,1.209,44.5384,0.683,4,15.781,0.041,16.473,0.056,16.02,0.075,15.523,0.11,NA,NA
301.972039,0.6,44.67792,1.487,4,16.077,0.018,16.907,0.065,16.591,-0,15.77,0.037,NA,NA
301.972244,0.97,43.816451,0.463,2,15.26,0.061,16.239,0.136,NA,NA,NA,NA,NA,NA
301.972329,0.735,44.677391,1,2,NA,NA,16.878,-0,16.518,-0.038,NA,NA,NA,NA
301.972408,0.687,44.056856,1.06,3,16.562,0.011,17.374,0.099,16.863,-0,16.375,-0,NA,NA
301.972838,1.072,44.395028,0.484,3,14.799,0.034,15.459,0.039,15.081,-0,14.594,-0,NA,NA
301.97291,0.855,43.692228,0.71,2,15.306,0.006,16.199,0.008,15.718,-0,15.058,-0,14.848,-0
301.973429,1.055,44.244928,0.39,2,16.557,-0,17.317,-0.099,16.935,-0,16.161,-0,NA,NA
301.973518,0.224,43.899683,0.692,2,14.722,-0,15.523,-0.024,NA,NA,NA,NA,14.198,-0
301.974556,0.482,45.183716,0.357,4,14.572,0.008,15.533,0.049,15.028,0.026,14.386,0.033,14.157,0.014
301.974878,1.213,43.900555,1.472,2,14.825,-0,15.626,-0,15.3,-0.015,14.478,-0,NA,NA
301.974925,1.454,44.319972,0.833,3,14.62,0.016,15.197,0.045,14.92,-0,14.465,-0,14.237,-0
301.975074,0.671,44.341785,0.438,3,10.999,0.029,11.325,0.023,11.117,0.045,11.005,0.17,10.803,0.068
301.975302,1.596,44.506715,0.655,3,13.872,0.005,14.307,0.058,14.052,0.05,13.674,0.012,NA,NA
301.975434,0.299,45.374775,0.16,4,13.429,0.044,14.329,0.033,13.836,0.029,13.285,0.047,13.116,0.073
301.976182,1.209,44.373145,0.652,3,15.129,0.031,16.292,0.036,15.713,-0,14.719,-0,NA,NA
301.976926,1.199,44.783335,0.92,2,16.931,0.086,17.405,0.054,NA,NA,NA,NA,NA,NA
301.978019,0.895,43.953888,0.672,4,11.079,0.055,12.647,0.024,11.874,-0,10.678,-0,10.253,-0
301.978028,0.63,43.885394,0.763,2,15.128,0.092,16.872,0.057,16.072,-0,14.524,-0,NA,NA
301.978344,0.925,44.251351,0.505,4,13.21,0.058,13.784,0.015,13.443,-0,12.993,-0,12.776,-0
301.978383,1.155,44.296927,0.388,3,14.261,0.023,15.05,0.04,14.599,-0,14.01,-0,13.777,-0
301.978601,0.798,44.818307,0.832,3,11.419,0.026,11.58,0.081,11.472,-0,11.363,-0,11.338,-0
301.979634,0.446,44.968947,0.637,4,14.143,0.047,15.309,0.128,14.729,0.027,13.852,0.032,13.547,0.097
301.98048,1.352,44.420168,0.703,3,15.59,0.065,16.389,0.019,15.962,-0,15.333,-0,NA,NA
301.982359,0.72,44.305059,0.336,3,11.336,0.006,12.037,0.038,11.645,-0,11.149,-0,10.949,-0
301.982859,0.506,43.869473,0.921,2,16.872,0.341,17.418,0.049,NA,NA,NA,NA,NA,NA
301.98293,0.48,45.204181,0.655,4,13.375,0.036,13.986,0.055,13.636,0.02,13.335,0.058,13.22,0.052
301.983235,0.816,44.808725,0.811,2,13.527,0.018,13.901,0.05,13.7,-0,13.358,-0,13.168,-0
301.983374,0.641,45.34576,0.872,2,15.913,0.17,16.906,0.055,16.402,-0,15.663,-0,NA,NA
301.983788,0.816,45.000454,0.969,3,NA,NA,NA,NA,17.475,0.067,16.173,0.077,15.507,0.14
301.984326,0.955,44.450902,1.092,2,16.017,0.014,17.068,0.099,NA,NA,NA,NA,NA,NA
301.984689,0.492,44.917582,0.966,3,14.615,0.026,16.096,0.122,15.389,0.028,14.197,0.032,13.57,0.074
301.984805,0.653,44.175547,0.664,2,16.405,-0,18.058,-0.184,17.674,-0,15.588,-0,14.861,-0
301.985315,0.398,43.874463,0.372,2,15.574,0.041,16.646,0.052,16.081,-0,15.311,-0,NA,NA
301.9854,0.318,43.504781,0.448,2,10.985,-0,11.555,-0.002,11.207,-0,10.916,-0,10.913,-0
301.985507,0.838,44.918286,1.18,2,14.522,-0,15.852,0.02,NA,NA,NA,NA,NA,NA
301.985535,0.9,44.351083,0.667,4,15.376,0.045,16.127,0.101,15.752,0.029,15.279,0.113,15.04,-0
301.985845,1.087,44.973239,1.478,2,16.383,0.069,17.31,0.357,NA,NA,NA,NA,NA,NA
301.986074,0.58,44.94382,1.058,4,15.433,0.06,16.4,0.101,15.853,0.03,15.147,0.069,14.916,0.131
301.986097,1.066,43.715123,0.291,2,14.103,0.05,15.433,0.035,14.768,-0,13.771,-0,NA,NA
301.986589,0.578,44.008363,0.375,2,12.991,-0,13.564,-0.005,13.207,-0,12.865,-0,NA,NA
301.986882,1.058,43.985,1.307,2,16.052,-0,16.119,-0.038,15.942,-0,15.899,-0,15.309,-0
301.987078,1.269,44.551304,0.441,4,12.452,0.03,13.575,0.104,13.152,-0,12.084,-0,11.576,-0
301.987111,0.546,43.990003,0.866,3,12.756,0.033,13.809,0.031,13.286,-0,12.474,-0,NA,NA
301.987327,0.724,44.387359,0.77,3,16.657,-0,17.702,-0,17.213,0.118,16.299,0.075,NA,NA
301.98763,0.906,44.878937,0.776,2,14.533,0.029,15.262,0.19,14.773,-0,14.353,-0,14.175,-0
301.987638,0.551,45.155462,0.397,4,14.768,0.048,15.679,0.062,15.198,0.039,14.593,0.074,14.246,0.077
301.987868,1.51,44.78526,0.524,3,15.374,0.051,16.014,0.036,15.789,-0,15.068,-0,NA,NA
301.987998,0.711,44.077954,0.854,2,15.828,0.011,16.548,0.135,16.153,-0,15.638,-0,NA,NA
301.988572,0.912,44.041557,0.72,3,13.93,0.006,14.601,0.025,14.208,-0,13.737,-0,NA,NA
301.988813,0.513,45.113553,0.311,4,14.088,0.037,15.021,0.014,14.524,0.026,13.942,0.045,13.666,0.058
301.989379,0.842,45.339715,0.594,4,15.745,0.131,17.592,0.04,16.695,0.049,15.096,0.109,14.304,0.026
301.989462,1.124,44.269646,0.545,3,15.186,0.063,16.182,0.07,15.648,-0,14.898,-0,NA,NA
301.989972,0.746,44.647977,0.556,2,15.114,-0,16.001,-0.039,15.571,-0,14.788,-0,14.44,-0
301.990557,1.139,45.058144,1.345,2,16.068,-0,17.063,-0,NA,NA,15.747,-0.072,NA,NA
301.990655,0.869,44.565236,0.538,2,15.545,0.035,16.223,0.019,15.842,-0,15.214,-0,15.046,-0
301.990847,0.515,44.589959,1.281,2,8.321,-0,8.733,-0,NA,NA,NA,NA,8.655,-0
301.991703,0.635,44.086055,0.908,2,14.78,0.006,15.406,0.008,15.045,-0,14.641,-0,NA,NA
301.991918,0.665,45.095421,1.533,2,16.682,0.115,17.866,0.202,NA,NA,NA,NA,NA,NA
301.992118,0.937,45.377309,0.908,2,16.397,0.031,17.377,0.096,16.861,0.051,16.19,0.035,15.965,-0
301.99226,0.603,43.934514,1.254,3,14.646,0.057,16.873,0.039,15.766,0.056,13.839,0.037,NA,NA
301.992838,0.574,44.223982,0.468,3,11.875,0.036,11.994,0.029,11.81,-0,11.887,-0,NA,NA
301.993066,1.178,43.689568,0.725,2,15.64,0.099,17.461,0.023,16.632,-0,15.093,-0,NA,NA
301.993163,0.536,45.393143,0.116,4,13.198,0.04,13.819,0.033,13.457,0.021,13.155,0.049,13.118,0.137
301.993469,0.92,44.710172,0.737,3,12.991,0.026,13.237,0.059,13.068,-0,12.877,-0,12.782,-0
301.994497,0.489,44.208057,0.815,3,15.482,0.058,16.276,0.019,15.804,-0,15.202,-0,15.015,-0
301.994613,0.969,44.617806,0.503,2,13.592,0.029,14.792,0.047,14.224,-0,13.222,-0,12.798,-0
301.994663,0.907,44.149492,0.695,2,14.468,0.078,15.211,0.021,14.762,-0,14.185,-0,14.171,-0
301.995798,0.683,44.246248,0.609,2,14.312,0.028,14.754,0.054,14.46,-0,14.189,-0,NA,NA
301.995962,0.586,44.365071,0.623,2,15.828,-0,16.61,-0,16.225,0.021,15.528,0.006,NA,NA
301.99624,0.41,45.047163,0.228,4,10.241,0.051,10.784,0.057,NA,NA,NA,NA,10.115,0.066
301.996808,0.803,44.421154,0.313,3,12.209,0.01,13.196,0.04,12.71,-0,11.927,-0,11.559,-0
301.997164,0.536,45.312264,0.174,4,11.435,0.045,12.754,0.046,12.081,0.024,11.139,0.032,10.861,0.042
301.998383,0.604,44.130469,0.541,3,12.119,0.032,13.351,0.025,12.739,-0,11.817,-0,NA,NA
301.999447,0.543,44.939555,0.533,5,12.819,0.05,14.807,0.128,13.845,0.03,12.281,0.056,11.505,0.058
301.999757,0.874,44.689806,0.621,2,14.443,0.047,14.919,0.085,14.667,-0,14.219,-0,14.035,-0
301.999852,1.121,44.293795,0.558,3,14.341,0.016,14.991,0.019,14.603,0.008,14.174,0.006,13.996,0.028
302.000405,0.686,45.171909,0.836,2,14.941,0.022,15.942,0.037,15.384,0.014,14.76,0.014,14.488,-0
302.000628,0.311,44.933165,0.643,2,15.318,0.006,16.341,0.092,15.736,-0,15.04,-0,NA,NA
302.001524,0.924,44.757406,0.862,3,12.548,0.011,13.011,0.066,12.766,-0,12.383,-0,12.195,-0
302.001575,1.016,43.554012,0.634,2,14.599,0.043,15.409,0.008,14.956,-0,14.409,-0,NA,NA
302.001822,1.001,43.685848,0.756,3,13.651,0.014,14.401,0,13.976,-0,13.524,-0,NA,NA
302.002094,1.187,43.536437,0.416,2,16.667,0.112,17.363,0.008,16.935,-0,16.276,-0,NA,NA
302.00253,1.536,44.801732,1.15,2,16.143,0.062,16.97,0.047,NA,NA,NA,NA,NA,NA
302.002591,0.578,45.384002,0.341,3,14.985,0.055,16.217,0.063,15.616,0.045,14.676,0.006,14.242,0.019
302.002843,0.89,44.28332,0.924,2,15.558,0.014,16.515,0.036,16.028,-0,15.318,-0,NA,NA
302.002916,0.581,44.084449,0.758,2,14.496,0.034,15.328,0.048,14.876,-0,14.267,-0,NA,NA
302.003039,0.498,45.008765,0.354,4,14.01,0.043,14.872,0.049,14.418,0.033,13.856,0.061,13.643,0.051
302.003042,0.522,45.162728,0.367,4,14.216,0.057,15.354,0.048,14.765,0.011,13.966,0.051,13.696,0.022
302.003731,1.147,44.790221,0.878,3,12.636,0.028,13.874,0.071,13.336,-0,12.26,-0,11.787,-0
302.004016,0.607,45.322608,0.167,4,13.926,0.052,14.708,0.043,14.251,0.014,13.771,0.033,13.676,0.164
302.004088,0.348,43.950745,0.348,2,12.971,-0,13.198,-0.004,12.942,-0,12.969,-0,NA,NA
302.004164,0.45,44.955839,0.97,4,13.548,0.037,14.255,0.143,13.882,0.059,13.427,0.053,13.226,0.063
302.004561,0.979,45.226972,0.337,2,11.108,0.009,11.72,0.018,11.35,0,11.142,0.095,NA,NA
302.004613,0.451,45.357631,0.518,4,15.421,0.044,16.38,0.066,15.887,0.033,15.228,0.05,14.945,0.063
302.004678,0.848,44.33092,0.444,2,14.041,0.006,14.729,0.049,14.321,-0,13.866,-0,13.649,0.006
302.005075,0.692,45.332496,0.76,2,16.126,-0,17.181,-0,16.601,-0.038,15.89,-0,15.548,-0
302.005197,0.91,45.126687,0.191,4,NA,NA,NA,NA,15.436,-0,14.024,-0,13.363,0.075
302.005841,0.731,44.341804,0.416,4,13.293,0.075,14.222,0.031,13.721,-0,12.96,-0,NA,NA
302.006336,0.884,44.413819,0.41,2,12.983,0.09,15.336,0.039,14.29,-0,12.273,-0,10.954,-0
302.006389,0.472,43.867611,1.671,2,16.565,-0,17.289,-0.092,16.864,-0,16.275,-0,NA,NA
302.006429,0.947,44.361948,0.491,2,15.122,0.021,16.063,0.014,15.577,-0,14.786,-0,14.516,-0
302.0066,0.519,45.371318,0.76,2,NA,NA,NA,NA,17.066,-0,15.55,-0,14.889,0.039
302.006665,0.784,44.316375,0.4,3,12.035,0.044,13.473,0.034,12.785,-0,11.653,-0,11.162,-0
302.007171,0.586,44.173937,0.507,3,12.462,0.011,13.207,0.029,12.782,-0,12.286,-0,NA,NA
302.008062,0.429,43.979523,0.723,2,15.125,0.143,15.99,0.049,15.476,-0,14.85,-0,14.723,-0
302.008503,0.716,44.228877,0.657,2,15.243,0.045,15.982,0.044,15.573,-0,14.981,-0,NA,NA
302.008895,1.703,44.667024,0.866,3,16.067,0.028,16.931,0.182,16.464,-0,15.677,-0,NA,NA
302.009833,0.727,44.539271,0.876,2,15.672,-0,16.966,-0.087,16.457,-0,15.109,-0,14.785,-0
302.010287,1.242,43.56988,0.432,2,14.771,0,15.784,0.041,15.233,-0,14.534,-0,NA,NA
302.01087,0.97,43.961285,0.888,2,15.963,0.076,16.878,0.03,16.378,0.014,15.665,0.061,15.354,-0
302.010956,1.084,43.921203,0.389,2,15.588,-0,16.502,-0,16.071,-0.022,15.486,-0,NA,NA
302.011036,0.425,45.065974,0.617,4,15.206,0.077,16.606,0.086,16.01,0.026,14.774,0.034,14.079,0.045
