,REFNumber,X_IMAGE,Y_IMAGE,MAG_ISO,ra,dec,magcal_iso,magcal_iso_rms,magcal_local,magcal_local_rms,ExposureDate,FLUX_ISO,MAG_APER,MAG_AUTO,KRON_RADIUS,BACKGROUND,FLUX_MAX,THETA_J2000,ELLIPTICITY,ISOAREA_WORLD,FWHM_IMAGE,FWHM_WORLD,plate_dist,Blendedmag,limiting_mag_local,magcal_local_error,dradRMS2,magcor_local,extinction,gsc_bin_index,series,plateNumber,NUMBER,versionId,AFLAGS,BFLAGS,ISO0,ISO1,ISO2,ISO3,ISO4,ISO5,ISO6,ISO7,npoints_local,rejectFlag,local_bin_index,seriesId,exposureNumber,solutionNumber,spatial_bin,mosaicNumber,quality,plateVersionId,magdep_bin,magcal_magdep,magcal_magdep_rms,ra_2,dec_2,RaPM,DecPM,A2FLAGS,B2FLAGS,timeAccuracy,maskIndex,isodate,decimalyear
956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420863.493919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.541414,0.0,0.0,0.0,0.0,0,ac,17181,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,132,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1915-12-31 23:51:14.602,1915.9999833397262
957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420882.462123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74558,0.0,0.0,0.0,0.0,0,ac,17236,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2048,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-01-19 23:05:27.427,1916.0518090792352
958,420061551442725,8077.18,9980.837,-10.0572,301.56195499999995,44.456521,12.287252,0.395731,11.769978,0.217212,2420940.897166,10541.31,-7.9955,-10.6234,3.5,4320.817,938.9849,38.59,0.429,5.4000000000000005e-05,6.81,0.012501,2.2037,0.0,11.949305,0.160102,3.352975,0.02191,0.504,143663284,ac,17417,66118,108,8192,1349386240,16,16,11,8,5,4,3,1,93,0,1123,2,0,0,1,0,0,108,958,11.769978,99.0,301.564774,44.457117,-11.6,-10.0,0,0,0.0007,0,1916-03-18 09:31:55.142,1916.2114676666672
959,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420951.864122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.107074,0.0,0.0,0.0,0.0,0,ac,17458,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-03-29 08:44:20.141,1916.2414320273226
960,420061551442725,8405.075,5346.522,-14.6424,301.56469500000003,44.457147,12.796078,0.176587,12.323851,99.0,2420983.499402,719408.5,-13.4815,-14.718,3.79,3671.8509999999997,3997.79,13.6,0.022000000000000002,3.6e-05,13.83,0.004137,1.2648,0.0,16.667723000000002,0.128687,0.37191399999999997,0.10775499999999999,0.39799999999999996,143663284,mc,10727,108108,132,4736,1886325760,404,385,340,267,212,173,122,79,137,0,769,24,0,0,2,0,19,132,123,12.270843,0.116568,301.564774,44.457116,-11.6,-10.0,0,0,1.0,0,1916-04-29 23:59:08.333,1916.3278672185795
961,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420984.774363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.322593,0.0,0.0,0.0,0.0,0,ac,17550,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-05-01 06:35:04.963,1916.3313507185792
962,420061551442725,7739.165,9651.062,-12.571,301.564469,44.457035,12.725652,0.145189,12.283365,0.14133099999999998,2420984.82161,106756.1,-11.4331,-12.7433,4.03,3571.5679999999998,2754.264,-52.89,0.151,4.3e-05,8.91,0.005204,0.9565,0.0,14.695711,0.165494,1.249718,0.061850999999999996,0.44799999999999995,143663284,md,10727,236762,139,128,1349451776,124,98,72,50,35,25,18,9,216,0,1072,25,0,0,1,0,1,139,1015,12.283365,99.0,301.564774,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-05-01 07:43:07.104,1916.331479808743
963,420061551442725,7764.299,10252.73,-10.4073,301.56370499999997,44.457394,12.906783,0.27363899999999997,12.473465,0.309689,2420995.82047,14551.39,-8.1002,-10.633,3.5,3963.993,920.6234,80.91,0.23600000000000002,6.8e-05,6.15,0.011307,2.1776,0.0,12.942919,0.17998499999999998,2.7263990000000002,0.000666,0.423,143663284,ac,17587,145909,108,8192,1349386240,22,20,19,17,15,11,8,6,235,0,1172,2,0,0,1,0,0,108,2168,12.473465,99.0,301.564774,44.457116,-11.6,-10.0,0,0,0.0007,0,1916-05-12 07:41:28.608,1916.3615313387982
964,420061551442725,8353.53,5248.592,-13.6235,301.564816,44.457074,12.181834,0.09323200000000001,12.339345,0.049723,2420997.799286,281444.1,-12.9978,-13.6916,3.5,3712.6259999999997,3368.6659999999997,-29.24,0.166,1.8e-05,10.31,0.0030800000000000003,1.2956,0.0,14.947787,0.10268499999999998,0.716571,0.039373000000000005,0.272,143663284,mc,10750,89648,140,128,1349451776,207,197,169,131,98,74,50,24,45,0,769,24,0,0,2,0,5,140,537,12.339345,99.0,301.564774,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-05-14 07:10:58.310,1916.3669379398907
965,420061551442725,8080.128000000001,9406.132,-12.3914,301.56491800000003,44.456936999999996,12.88648,0.145586,12.43782,0.127134,2420997.799286,90483.32,-11.2976,-12.4533,4.13,3385.585,2530.686,80.38,0.18,3.9e-05,7.88,0.004602,0.9966,0.0,14.631209,0.170672,1.279012,0.08378,0.436,143663284,md,10750,285490,139,128,1349453824,115,101,82,56,36,24,16,11,174,0,1073,25,0,0,1,0,1,139,1412,12.403469,0.126871,301.564774,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-05-14 07:10:58.310,1916.3669379398907
966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2420997.817818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.215786,0.0,0.0,0.0,0.0,0,ac,17599,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-05-14 07:37:39.475,1916.3669885737704
967,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421005.7474970003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.612604,0.0,0.0,0.0,0.0,0,ac,17620,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-05-22 05:56:23.741,1916.3886543633887
968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421008.8203330003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.102523,0.0,0.0,0.0,0.0,0,ac,17628,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-05-25 07:41:16.771,1916.3970500901646
969,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421019.750823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.948514999999999,0.0,0.0,0.0,0.0,0,ac,17649,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-06-05 06:01:11.107,1916.4269148169399
970,420061551442725,6898.024,4592.154,-14.2973,301.564681,44.457184999999996,12.624491,0.1474,12.188406,0.125861,2421041.5018639998,523482.5,-13.4839,-14.3679,3.5,3347.402,4313.829000000001,-19.97,0.09699999999999999,2.5e-05,11.01,0.0032909999999999997,1.7418,0.0,16.140013,0.10803,0.657168,0.08075700000000001,0.39799999999999996,143663284,mc,10865,88122,132,640,1886323712,279,255,211,176,141,107,80,50,54,0,665,24,0,0,4,0,1,132,99,12.188406,99.0,301.564773,44.457116,-11.6,-10.0,0,0,1.0,0,1916-06-27 00:02:41.050,1916.4863438907098
971,420061551442725,8013.684,10136.431999999999,-10.4793,301.566078,44.457582,12.579482,0.242577,12.223461,0.247056,2421046.776089,15549.1,-8.4442,-10.6674,3.5,3762.45,1322.3129999999999,3.61,0.165,8.4e-05,4.67,0.008572,2.0469,0.0,12.768474000000001,0.160294,3.639061,-0.072951,0.39899999999999997,143663284,ac,17705,330227,108,0,1349451776,25,23,20,14,11,7,4,3,206,0,1172,2,0,0,1,0,0,108,1754,12.223461,99.0,301.564773,44.457116,-11.6,-10.0,0,0,0.0007,0,1916-07-02 06:37:34.090,1916.5007543415302
972,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421059.718131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.376111,0.0,0.0,0.0,0.0,0,ac,17726,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-07-15 05:14:06.518,1916.5361151120223
973,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421064.709326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.443064000000001,0.0,0.0,0.0,0.0,0,mc,10944,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2048,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-07-20 05:01:25.766,1916.5497522568305
974,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421064.709326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.157885,0.0,0.0,0.0,0.0,0,md,10944,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2048,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-07-20 05:01:25.766,1916.5497522568305
975,420061551442725,7012.496,4511.681,-13.6458,301.564548,44.457242,12.638587,0.137981,12.234391,0.127156,2421073.5026189997,287277.9,-13.0606,-13.6989,3.55,4074.018,3369.955,16.13,0.061,2e-05,9.31,0.002782,1.7348,0.0,15.85321,0.11834700000000001,0.476883,0.049375999999999996,0.39799999999999996,143663284,mc,10949,85325,132,640,1886322688,223,202,164,132,110,84,59,32,66,0,615,24,0,0,4,0,3,132,99,12.234391,99.0,301.564773,44.457116,-11.6,-10.0,0,0,1.0,0,1916-07-29 00:03:46.282,1916.57377764754
976,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421077.701186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.370845,0.0,0.0,0.0,0.0,0,ac,17747,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-08-02 04:49:42.470,1916.5852491420762
977,420061551442725,7520.941,4291.677,-13.0752,301.564821,44.45709,12.647891,0.34952300000000003,12.483559,0.081903,2421087.587612,169855.3,-12.5038,-13.2947,3.5,4992.913,2178.161,51.46,0.105,1.4999999999999999e-05,10.34,0.003089,1.6734,0.0,14.644863,0.134577,0.633544,0.377264,0.259,143663284,mc,10995,56335,141,128,1349451776,165,147,120,98,77,58,35,17,150,0,617,24,0,0,3,0,5,141,490,12.483559,99.0,301.564772,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-08-12 02:06:09.677,1916.6122612349723
978,420061551442725,7363.306,8957.341,-11.7466,301.56459,44.457079,12.88534,0.154074,12.468639,0.161434,2421087.587612,49961.45,-10.9594,-12.0535,5.36,3381.4640000000004,1923.094,48.92,0.24,1.7e-05,7.56,0.004412,1.4296,0.0,13.961075,0.13836600000000002,1.249698,0.091601,0.414,143663284,md,10995,152401,139,128,1349453824,50,46,39,33,27,20,9,5,96,0,1021,25,0,0,1,0,1,139,1411,12.435295,0.12975,301.564772,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-08-12 02:06:09.677,1916.6122612349723
979,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421091.647725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.551805,0.0,0.0,0.0,0.0,0,mc,11036,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2048,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-08-16 03:32:43.440,1916.6233544398908
980,420061551442725,7598.233,9285.295,-10.878,301.56453799999997,44.456886,12.693292999999999,0.239129,12.164332,0.107801,2421091.6504490003,22448.69,-10.2781,-11.0769,3.5,3492.833,1130.008,-54.11,0.28800000000000003,1.4000000000000001e-05,8.69,0.00507,1.1786,0.0,13.086794,0.167054,1.783363,0.191937,0.39899999999999997,143663284,md,11036,205703,139,128,1349451776,39,34,28,20,17,13,7,4,43,0,1071,25,0,0,1,0,1,139,961,12.164332,99.0,301.564772,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-08-16 03:36:38.794,1916.6233618825145
981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421093.6699650004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.534444,0.0,0.0,0.0,0.0,0,ac,17795,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,132,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-08-18 04:04:44.976,1916.6288796857934
982,420061551442725,7284.5740000000005,4499.838,-14.5642,301.564744,44.457108000000005,12.673914,0.158329,12.257306,0.12866,2421094.502718,669392.6,-13.5622,-14.6459,3.97,3434.563,4284.5,19.52,0.013000000000000001,2.8999999999999997e-05,12.39,0.0037070000000000002,1.6732,0.0,16.801546,0.10738900000000001,0.73831,0.047056,0.39799999999999996,143663284,mc,11048,79153,132,640,1886323712,325,308,274,240,198,159,119,80,88,0,616,24,0,0,3,0,19,132,99,12.257306,99.0,301.564772,44.457116,-11.6,-10.0,0,0,1.0,0,1916-08-19 00:03:54.835,1916.6311549672137
983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421094.621527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.654402000000001,0.0,0.0,0.0,0.0,0,ac,17800,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-08-19 02:54:59.933,1916.631479581967
984,420061551442725,7222.65,9099.59,-10.6116,301.56516400000004,44.457045,12.644637,0.18620899999999999,12.267259,0.106348,2421095.5571029996,17564.57,-10.3367,-10.7308,3.5,3477.587,1250.923,-40.85,0.226,1e-05,4.14,0.0024170000000000003,1.4119,0.0,12.940228999999999,0.10983699999999999,1.322832,0.065566,0.419,143663284,md,11047,247743,139,128,1349451776,27,25,20,16,14,11,7,4,37,0,1020,25,0,0,1,0,1,139,997,12.267259,99.0,301.564772,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-08-20 01:22:13.699,1916.6340358005455
985,420061551442725,6969.0869999999995,9079.243,-12.2827,301.564441,44.457032,12.845957,0.145377,12.434839,0.086389,2421095.599695,81858.56,-11.4599,-12.3168,3.94,3611.136,2930.4629999999997,-25.81,0.08800000000000001,2.7000000000000002e-05,5.05,0.002949,1.5,0.0,14.661489000000001,0.149831,0.957938,0.08479400000000001,0.401,143663284,md,11048,260593,139,128,1349453824,78,71,55,43,35,23,18,8,203,0,1020,25,0,0,1,0,1,139,1411,12.412202,0.10248499999999999,301.564772,44.457116,-11.6,-10.0,0,0,0.0075,0,1916-08-20 02:23:33.648,1916.6341521721308
986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421104.622617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.863629,0.0,0.0,0.0,0.0,0,ac,17820,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-08-29 02:56:34.109,1916.6588049644802
987,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421105.6011880003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.061613000000001,0.0,0.0,0.0,0.0,0,ac,17827,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-08-30 02:25:42.643,1916.6614786557384
988,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421107.679525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.817836,0.0,0.0,0.0,0.0,0,ac,17837,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,132,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-09-01 04:18:30.960,1916.6671571721313
989,420061551442725,8345.213,10079.1,-10.6109,301.56452,44.456887,12.881258,0.249962,12.477801,0.234066,2421109.6260869997,17553.22,-8.592,-10.6422,3.96,3906.099,1537.121,-41.82,0.107,8.4e-05,3.92,0.0071849999999999995,1.7712,0.0,13.183975,0.140523,3.337422,-0.028991000000000003,0.40399999999999997,143663284,ac,17844,249272,108,0,1349451776,25,23,20,15,11,8,6,1,236,0,1123,2,0,0,1,0,0,108,2150,12.477801,99.0,301.564772,44.457115,-11.6,-10.0,0,0,0.0007,0,1916-09-03 03:01:33.917,1916.67247564754
990,420061551442725,8250.439,5218.402,-13.9281,301.564717,44.457112,12.71269,0.133947,12.170662,0.10928399999999999,2421125.50225,372601.9,-13.2154,-13.918,3.5,3944.3140000000003,3522.934,-69.47,0.091,2.3e-05,10.43,0.0031190000000000002,1.3227,0.0,16.64101,0.10106799999999999,0.431062,0.185684,0.39799999999999996,143663284,mc,11203,131223,132,640,1886324736,242,219,189,167,144,117,87,45,91,0,718,24,0,0,2,0,19,132,514,12.226303,0.089972,301.564772,44.457115,-11.6,-10.0,0,0,1.0,0,1916-09-19 00:03:14.400,1916.7158531420762
991,420061551442725,7936.206999999999,9607.839,-12.8928,301.564833,44.457304,12.810989,0.140713,12.364935000000001,0.091538,2421126.5696759997,143585.7,-11.7519,-13.0164,4.09,3437.82,3469.71,-15.45,0.073,4.2e-05,6.28,0.0036659999999999996,0.9287,0.0,15.175092999999999,0.12475599999999999,0.972558,0.10499800000000001,0.401,143663284,md,11203,315023,139,128,1349453824,124,115,92,75,56,40,27,14,254,0,1072,25,0,0,1,0,1,139,1430,12.302127,0.088287,301.564772,44.457115,-11.6,-10.0,0,0,0.0075,0,1916-09-20 01:40:20.006,1916.7187696065566
992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421129.595216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.039392999999999,0.0,0.0,0.0,0.0,0,ac,17922,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-09-23 02:17:06.662,1916.7270361092897
993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421132.65074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73583,0.0,0.0,0.0,0.0,0,ac,17932,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-09-26 03:37:03.936,1916.735384535519
994,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421140.656598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.994466000000001,0.0,0.0,0.0,0.0,0,ac,17963,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-10-04 03:45:30.067,1916.7572584644804
995,420061551442725,9243.534,4431.214,-11.6843,301.565047,44.456967999999996,11.950283,0.128663,12.202921,0.14008900000000002,2421148.517532,47177.14,-11.4453,-11.9832,3.5,3390.386,1443.7079999999999,86.85,0.24,7.000000000000001e-06,11.53,0.003442,1.3891,0.0,13.176089000000001,0.109445,0.744039,-0.036754,0.253,143663284,mc,11290,186438,141,128,1349451776,77,71,51,39,27,18,11,5,51,0,621,24,0,0,2,0,5,141,515,12.202921,99.0,301.564772,44.457115,-11.6,-10.0,0,0,1e-05,0,1916-10-12 00:25:14.765,1916.7787364262292
996,420061551442725,7711.6759999999995,8918.812,-10.797,301.564662,44.45727,13.117494,0.24055100000000001,12.685856,0.203561,2421148.517532,20835.14,-10.2425,-11.8247,7.4,3647.688,1127.167,47.28,0.428,1.2e-05,6.76,0.003948,1.3328,0.0,13.408914000000001,0.170557,1.277909,0.101298,0.40399999999999997,143663284,md,11290,168115,139,128,1349451776,36,34,29,22,17,11,6,4,63,0,1022,25,0,0,1,0,1,139,1339,12.685856,99.0,301.564772,44.457115,-11.6,-10.0,0,0,1e-05,0,1916-10-12 00:25:14.765,1916.7787364262292
998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421154.665466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.750499000000001,0.0,0.0,0.0,0.0,0,ac,18026,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-10-18 03:58:16.262,1916.7955340601088
999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421163.553632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.791859,0.0,0.0,0.0,0.0,0,ac,18055,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,132,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-10-27 01:17:13.805,1916.8198186666666
1000,420061551442725,9630.39,4546.369000000001,-10.9648,301.564954,44.457134,12.187846,0.19881400000000002,12.427448,0.19897,2421170.516539,24317.48,-11.007,-11.3199,4.88,3628.4320000000002,1333.4370000000001,-51.81,0.489,3e-06,7.58,0.002264,1.3044,0.0,13.032286000000001,0.11632,0.441941,-0.025906000000000002,0.275,143663284,mc,11502,70408,141,128,1349451776,35,34,32,21,15,10,6,4,48,0,671,24,0,0,2,0,5,141,-1,12.427448,99.0,301.564771,44.457115,-11.6,-10.0,0,0,1e-05,0,1916-11-03 00:23:48.970,1916.8388430027321
1001,420061551442725,8323.521,8881.072,-11.2711,301.564515,44.45706,12.738875,0.202254,12.344196,0.139413,2421170.516539,32244.12,-10.7917,-11.4407,4.8,3412.552,1978.4170000000001,-21.37,0.157,1.4000000000000001e-05,4.78,0.002792,1.248,0.0,13.383799,0.170002,1.326718,0.035450999999999996,0.44,143663284,md,11502,269189,139,128,1349451776,41,38,33,24,19,15,6,3,61,0,1023,25,0,0,1,0,1,139,1340,12.344196,99.0,301.564771,44.457115,-11.6,-10.0,0,0,1e-05,0,1916-11-03 00:23:48.970,1916.8388430027321
1002,420061551442725,9042.544,4618.226,-10.5677,301.56475,44.457081,12.185463,0.16759100000000002,12.43379,0.168018,2421179.461251,16868.78,-10.5875,-11.0106,4.65,3283.8509999999997,851.7396,73.5,0.414,3e-06,11.44,0.0034170000000000003,1.3618,0.0,12.86629,0.11225399999999999,0.743841,-0.031807,0.261,143663284,mc,11625,160633,141,8320,1349386242,36,33,30,18,14,8,4,4,40,0,670,24,0,0,2,0,5,141,-1,12.43379,99.0,301.564771,44.457115,-11.6,-10.0,0,0,1e-05,0,1916-11-11 23:04:12.086,1916.863282106557
1003,420061551442725,8012.661999999999,10326.265,-11.0228,301.56674300000003,44.45775,12.904347,0.20819200000000002,12.471619,0.203283,2421182.454305,25651.1,-8.6508,-11.0409,4.21,3862.7009999999996,1486.941,21.26,0.307,0.00010800000000000001,5.2,0.009541,1.7996,0.0,13.551635999999998,0.165,3.477783,-0.011687999999999999,0.418,143663284,ac,18167,231610,108,0,1349453824,32,29,27,21,18,14,8,6,325,0,1172,2,0,0,1,0,0,108,2168,12.438672,0.141206,301.564771,44.457115,-11.6,-10.0,0,0,0.0007,0,1916-11-14 22:54:11.952,1916.8714598497272
1004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421182.5595810004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.854428,0.0,0.0,0.0,0.0,0,ac,18169,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-11-15 01:25:47.798,1916.871747489072
1005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421184.526418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.284908999999999,0.0,0.0,0.0,0.0,0,ac,18174,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-11-17 00:38:02.515,1916.8771213606558
1006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421189.458054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.545293,0.0,0.0,0.0,0.0,0,ac,18207,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-11-21 22:59:35.866,1916.8905957759564
1007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421212.492557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89172,0.0,0.0,0.0,0.0,0,ac,18302,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2048,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,0,1916-12-14 23:49:16.925,1916.9535315765024
